Sample,,Probe target info,Height,Area,Intra ratio,Pre ratio,Final ratio,Stdev,RefPop,SamPop,d(nt),Width
179G,[03p (n=4)].[FHIT-4],03-060.782680,1696,14493,1.05,1.06,1.06,0.2,Equal,Equal,-0.1,46
179G,[05q (n=2)].[APC-12],05-112.182873,1454,11820,1.11,1.13,1.13,0.16,Equal,Equal,-0.07,52
179G,[05q (n=2)].[APC-18],05-112.206814,1119,11567,1.25,1.24,1.22,1,Equal,Equal,0.09,66
179G,[09p (n=3)].[CDKN2A-4],09-021.958641,2100,18623,0.87,0.89,0.88,0.16,Equal,Equal,-0.03,64
179G,[09p (n=3)].[CDKN2A-3],09-021.961213,1773,12339,0.88,0.91,0.88,0.13,Equal,Equal,-0.06,45
179G,[09p (n=3)].[CDKN2B-1],09-021.998809,1235,13043,0.85,0.85,0.86,1,Equal,Equal,0.09,61
179G,[09q (n=4)].[PTCH1-20],09-097.258441,1948,14915,0.82,0.84,0.83,0.12,Equal,Equal,-0.05,51
179G,[09q (n=4)].[PTCH1-5],09-097.284232,1732,14404,1.21,1.22,1.22,0.18,Equal,Equal,-0.05,48
179G,[09q (n=4)].[TSC1-18],09-134.767854,2251,18675,0.88,0.89,0.88,1,Equal,Equal,-0.08,47
179G,[09q (n=4)].[TSC1-1],09-134.809748,1977,15900,0.87,0.88,0.88,0.16,Equal,Equal,-0.07,55
179G,[10q (n=3)].[PTEN-4],10-089.680713,982,8860,0.64,0.64,0.64,0.1,Decreased1StdDevBelowArbitraryBorder,Decreased1StdDevBelowArbitraryBorder,-0.05,40
179G,[10q (n=3)].[PTEN-5],10-089.682864,1257,11950,0.7,0.7,0.7,0.11,Equal,Equal,-0.02,53
179G,[10q (n=3)].[PTEN-8],10-089.710865,1002,10017,0.73,0.73,0.73,0.14,Equal,Equal,0,54
179G,[11p (n=2)].[WT1-11],11-032.366613,1699,18053,1.25,1.24,1.25,0.26,Equal,Equal,0.03,60
179G,[11p (n=2)].[WT1-1],11-032.413841,1411,11365,0.76,0.78,0.77,0.15,Equal,Equal,-0.06,55
179G,[13q (n=6)].[BRCA2-3],13-031.791351,2274,15863,1.03,1.06,1.05,0.17,Equal,Equal,-0.14,47
179G,[13q (n=6)].[BRCA2-9],13-031.803112,2714,20963,1.05,1.07,1.06,0.17,Equal,Equal,-0.06,49
179G,[13q (n=6)].[RB1-3],13-047.814761,1870,20499,1.22,1.21,1.22,0.18,Equal,Equal,0.03,75
179G,[13q (n=6)].[RB1-25],13-047.948892,2398,21847,1.08,1.09,1.09,0.16,Equal,Equal,0.05,53
179G,[13q (n=6)].[MIR15A-1],13-049.521254,3685,26031,1,1.03,1.01,0.14,Equal,Equal,-0.13,47
179G,[13q (n=6)].[DLEU1-2],13-049.576833,2823,19452,1.15,1.18,1.17,0.21,Equal,Equal,-0.07,49
179G,[16p (n=3)].[TSC2-1],16-002.038612,1886,12843,1.08,1.11,1.08,0.17,Equal,Equal,-0.04,48
179G,[16p (n=3)].[TSC2-25],16-002.067648,1049,10043,1.01,1.01,1.02,0.17,Equal,Equal,-0.01,55
179G,[16p (n=3)].[TSC2-38],16-002.076651,1505,11964,0.83,0.85,0.83,0.15,Equal,Equal,-0.01,52
179G,[17p (n=3)].[TP53-10],17-007.514677,1095,12138,0.96,0.96,0.95,1,Equal,Equal,0.04,62
179G,[17p (n=3)].[TP53-4b],17-007.519217,2103,17861,0.94,0.95,0.95,0.14,Equal,Equal,-0.12,53
179G,[17p (n=3)].[TP53-1],17-007.531504,2126,17820,0.91,0.92,0.93,0.16,Equal,Equal,-0.14,46
179G,[17q (n=5)].[NF1-18],17-026.577746,1245,12922,1.06,1.06,1.07,0.15,Equal,Equal,0.07,59
179G,[17q (n=5)].[NF1-39],17-026.681489,2493,19097,1.03,1.05,1.04,0.15,Equal,Equal,-0.1,47
179G,[17q (n=5)].[BRCA1-24],17-038.450829,1937,19493,1.13,1.14,1.14,0.16,Equal,Equal,0.07,55
179G,[17q (n=5)].[BRCA1-15],17-038.479889,2644,23807,1.05,1.06,1.06,0.16,Equal,Equal,-0.13,56
179G,[17q (n=5)].[BRCA1-6],17-038.510430,1767,13317,1.05,1.07,1.06,0.17,Equal,Equal,-0.07,44
179G,[18q (n=2)].[SMAD4-4],18-046.829678,2058,18355,1.08,1.08,1.09,0.17,Equal,Equal,-0.08,57
179G,[18q (n=2)].[SMAD4-12],18-046.858705,1766,19228,1.16,1.16,1.15,1,Equal,Equal,0.09,78
179G,[19p (n=4)].[STK11-1],19-001.157954,1794,13698,1.01,1.04,1.02,0.17,Equal,Equal,-0.14,49
179G,[19p (n=4)].[STK11-3],19-001.170331,1324,10454,0.95,0.97,0.96,0.16,Equal,Equal,-0.04,52
179G,[19p (n=4)].[FKBP8-9],19-018.503959,1372,11703,0.88,0.89,0.89,0.15,Equal,Equal,-0.12,47
179G,[19p (n=4)].[FKBP8-4],19-018.511130,1638,12490,0.97,0.99,0.98,0.17,Equal,Equal,-0.05,47
179G,[22q (n=2)].[SMARCB1-1],22-022.459352,1475,12648,0.87,0.88,0.88,0.17,Equal,Equal,-0.03,47
179G,[22q (n=2)].[SMARCB1-9],22-022.506421,1531,10953,0.87,0.89,0.88,0.13,Equal,Equal,-0.08,37
179G,[Xq (n=2)].[AMER1-2],X-063.326842,366,3601,0.89,0.89,0.87,1,Equal,Equal,0.01,40
179G,[Xq (n=2)].[AMER1-1],X-063.342134,1156,7897,0.83,0.85,0.83,0.2,Equal,Equal,-0.04,31
179G,[References (n=12)].[PEX13*],02-061.126370,1937,22182,1.25,1.24,1.25,0.22,Equal,Equal,0.01,68
179G,[References (n=12)].[COL3A1*],02-189.557818,2531,19035,0.99,1.01,1,0.14,Equal,Equal,-0.06,46
179G,[References (n=12)].[WHSC1*],04-001.902193,1468,16149,1.07,1.06,1.05,1,Equal,Equal,0,66
179G,[References (n=12)].[KLKB1*],04-187.390323,3524,25020,1.38,1.42,1.4,0.2,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.1,46
179G,[References (n=12)].[IL4*],05-132.037607,2861,19586,1.15,1.19,1.16,0.21,Equal,Equal,-0.03,44
179G,[References (n=12)].[EYS*],06-065.588251,2038,18043,1.11,1.12,1.12,0.19,Equal,Equal,-0.08,48
179G,[References (n=12)].[SEC63*],06-108.321498,1100,11579,0.73,0.72,0.73,0.1,Equal,Equal,-0.01,45
179G,[References (n=12)].[MTMR2*],11-095.238425,1546,12016,0.94,0.95,0.95,0.17,Equal,Equal,-0.07,42
179G,[References (n=12)].[MYH7*],14-022.972596,1926,13619,0.85,0.87,0.85,0.13,Equal,Equal,-0.14,40
179G,[References (n=12)].[SPG11*],15-042.653071,1319,13634,1.01,1.01,1.03,0.18,Equal,Equal,0.03,61
179G,[References (n=12)].[PLCG2*],16-080.537323,1512,14843,0.95,0.96,0.97,0.14,Equal,Equal,-0.02,49
179G,[References (n=12)].[KCNJ6*],21-037.919589,1859,13940,0.92,0.95,0.94,0.21,Equal,Equal,-0.07,49
179L,[01p (n=5)].[DVL1-1],01-001.274237,664,5254,0.63,0.57,0.62,0.22,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.04,33
179L,[01p (n=5)].[PRDM16-3],01-003.150503,519,6001,0.56,0.68,0.57,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.03,51
179L,[01p (n=5)].[CHD5-2],01-006.150830,668,7909,0.82,1,0.82,0.31,Equal,Equal,0.03,50
179L,[01p (n=5)].[CAMTA1-18],01-007.727575,1079,10188,0.73,0.82,0.73,0.22,Equal,Equal,0.06,46
179L,[01p (n=5)].[KIF1B-2],01-010.214967,1907,14465,1.21,1.11,1.21,0.37,Equal,Equal,-0.11,42
179L,[03p (n=4)].[VHL-1],03-010.158544,640,5817,0.4,0.41,0.4,0.14,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.05,39
179L,[03p (n=4)].[VHL-2],03-010.163233,1414,14220,1.05,1.2,1.05,0.32,Equal,Equal,0.08,49
179L,[03p (n=4)].[FHIT-7],03-059.972109,1933,17545,1.72,1.79,1.72,0.54,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.14,60
179L,[03p (n=4)].[FHIT-4],03-060.782680,1904,17020,1.4,1.51,1.4,0.45,Ambiguous,Ambiguous,-0.13,44
179L,[05q (n=2)].[APC-12],05-112.182873,1046,9106,1,1.05,1.01,0.3,Equal,Equal,-0.04,42
179L,[05q (n=2)].[APC-18],05-112.206814,954,10508,1.19,1.39,1.15,1,Equal,Equal,0.12,48
179L,[09p (n=3)].[CDKN2A-4],09-021.958641,938,10577,0.63,0.61,0.63,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,70
179L,[09p (n=3)].[CDKN2A-3],09-021.961213,690,5394,0.52,0.48,0.52,0.16,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.08,48
179L,[09p (n=3)].[CDKN2B-1],09-021.998809,618,6712,0.47,0.54,0.47,1,Ambiguous,Ambiguous,0.09,47
179L,[09q (n=4)].[PTCH1-20],09-097.258441,771,6384,0.45,0.43,0.45,0.14,Decreased2StdDevBelowArbitraryBorder,Decreased1StdDevBelowArbitraryBorder,-0.04,47
179L,[09q (n=4)].[PTCH1-5],09-097.284232,1761,15735,1.53,1.61,1.54,0.47,Ambiguous,Ambiguous,-0.14,58
179L,[09q (n=4)].[TSC1-18],09-134.767854,1426,12431,0.68,0.73,0.68,1,Ambiguous,Ambiguous,-0.09,58
179L,[09q (n=4)].[TSC1-1],09-134.809748,958,8928,0.59,0.6,0.59,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.13,56
179L,[10q (n=3)].[PTEN-4],10-089.680713,1777,17756,1.42,1.56,1.42,0.44,Ambiguous,Ambiguous,-0.04,59
179L,[10q (n=3)].[PTEN-5],10-089.682864,1706,17056,1.08,1.21,1.08,0.33,Equal,Equal,0,51
179L,[10q (n=3)].[PTEN-8],10-089.710865,1563,16237,1.25,1.44,1.24,0.4,Equal,Equal,0.06,58
179L,[11p (n=2)].[WT1-11],11-032.366613,1426,16293,1.11,1.35,1.1,0.37,Equal,Equal,0.09,52
179L,[11p (n=2)].[WT1-1],11-032.413841,461,4099,0.33,0.34,0.34,0.11,Decreased2StdDevBelowArbitraryBorder,Decreased1StdDevBelowArbitraryBorder,-0.08,43
179L,[13q (n=6)].[BRCA2-3],13-031.791351,1964,15018,1.28,1.21,1.28,0.39,Equal,Equal,-0.08,56
179L,[13q (n=6)].[BRCA2-9],13-031.803112,2355,18963,1.18,1.17,1.18,0.36,Equal,Equal,-0.07,49
179L,[13q (n=6)].[RB1-3],13-047.814761,2220,26109,1.53,1.87,1.52,0.46,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.02,72
179L,[13q (n=6)].[RB1-25],13-047.948892,2747,26073,1.37,1.56,1.37,0.41,Ambiguous,Ambiguous,0.09,48
179L,[13q (n=6)].[MIR15A-1],13-049.521254,3483,26590,1.37,1.27,1.37,0.41,Ambiguous,Ambiguous,-0.07,45
179L,[13q (n=6)].[DLEU1-2],13-049.576833,2694,20307,1.63,1.49,1.64,0.52,Ambiguous,Ambiguous,-0.06,56
179L,[16p (n=3)].[TSC2-1],16-002.038612,1278,9238,1.06,0.96,1.05,0.32,Equal,Equal,-0.1,53
179L,[16p (n=3)].[TSC2-25],16-002.067648,509,4949,0.54,0.6,0.55,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.04,41
179L,[16p (n=3)].[TSC2-38],16-002.076651,434,4084,0.37,0.35,0.37,0.12,Decreased2StdDevBelowArbitraryBorder,Ambiguous,0.02,49
179L,[17p (n=3)].[TP53-10],17-007.514677,700,8244,0.67,0.8,0.66,1,Ambiguous,Ambiguous,0,47
179L,[17p (n=3)].[TP53-4b],17-007.519217,1250,11883,0.75,0.76,0.75,0.23,Equal,Equal,-0.12,58
179L,[17p (n=3)].[TP53-1],17-007.531504,1399,12651,0.75,0.79,0.75,0.24,Equal,Equal,-0.19,49
179L,[17q (n=5)].[NF1-18],17-026.577746,1159,12523,1.07,1.25,1.07,0.32,Equal,Equal,0.09,49
179L,[17q (n=5)].[NF1-39],17-026.681489,2679,22211,1.48,1.48,1.48,0.44,Ambiguous,Ambiguous,-0.14,57
179L,[17q (n=5)].[BRCA1-24],17-038.450829,1976,21007,1.31,1.48,1.31,0.39,Ambiguous,Ambiguous,0.07,58
179L,[17q (n=5)].[BRCA1-15],17-038.479889,2264,21508,1.07,1.15,1.07,0.33,Equal,Equal,-0.11,56
179L,[17q (n=5)].[BRCA1-6],17-038.510430,1881,15370,1.55,1.5,1.56,0.48,Ambiguous,Ambiguous,-0.1,49
179L,[18q (n=2)].[SMAD4-4],18-046.829678,2397,22195,1.45,1.59,1.45,0.45,Ambiguous,Ambiguous,-0.02,50
179L,[18q (n=2)].[SMAD4-12],18-046.858705,1427,16228,1.03,1.21,1.01,1,Equal,Equal,0.11,70
179L,[19p (n=4)].[STK11-1],19-001.157954,717,5787,0.55,0.53,0.55,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.09,43
179L,[19p (n=4)].[STK11-3],19-001.170331,641,5671,0.65,0.63,0.65,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.04,58
179L,[19p (n=4)].[FKBP8-9],19-018.503959,689,6404,0.58,0.59,0.58,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.08,51
179L,[19p (n=4)].[FKBP8-4],19-018.511130,777,6542,0.63,0.62,0.63,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.09,49
179L,[22q (n=2)].[SMARCB1-1],22-022.459352,806,7354,0.58,0.62,0.58,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.06,44
179L,[22q (n=2)].[SMARCB1-9],22-022.506421,611,4739,0.5,0.47,0.5,0.15,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.09,33
179L,[Xq (n=2)].[AMER1-2],X-063.326842,224,2391,0.61,0.73,0.59,1,Ambiguous,Ambiguous,-0.02,37
179L,[Xq (n=2)].[AMER1-1],X-063.342134,537,3730,0.54,0.48,0.53,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,23
179L,[References (n=12)].[PEX13*],02-061.126370,1905,23163,1.27,1.56,1.26,0.4,Equal,Equal,0.09,78
179L,[References (n=12)].[COL3A1*],02-189.557818,1885,15339,1,0.98,1,0.3,Equal,Equal,-0.09,52
179L,[References (n=12)].[WHSC1*],04-001.902193,984,11824,0.81,0.96,0.79,1,Equal,Equal,0.02,62
179L,[References (n=12)].[KLKB1*],04-187.390323,2665,21124,1.52,1.44,1.52,0.46,Ambiguous,Ambiguous,-0.07,68
179L,[References (n=12)].[IL4*],05-132.037607,2010,14667,1.2,1.07,1.2,0.38,Equal,Equal,-0.06,45
179L,[References (n=12)].[EYS*],06-065.588251,2228,20735,1.43,1.56,1.43,0.45,Ambiguous,Ambiguous,-0.07,52
179L,[References (n=12)].[SEC63*],06-108.321498,1342,15623,1,1.18,0.99,0.3,Equal,Equal,0.09,63
179L,[References (n=12)].[MTMR2*],11-095.238425,1491,12689,1.17,1.21,1.18,0.38,Equal,Equal,-0.02,52
179L,[References (n=12)].[MYH7*],14-022.972596,834,6247,0.52,0.48,0.51,0.16,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.12,38
179L,[References (n=12)].[SPG11*],15-042.653071,767,8513,0.66,0.76,0.66,0.21,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.11,51
179L,[References (n=12)].[PLCG2*],16-080.537323,854,8829,0.62,0.69,0.62,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.02,51
179L,[References (n=12)].[KCNJ6*],21-037.919589,940,7306,0.68,0.6,0.69,0.24,Ambiguous,Ambiguous,-0.06,44
179M,[01p (n=5)].[DVL1-1],01-001.274237,1792,14058,1.18,0.99,1.17,0.27,Equal,Equal,-0.03,44
179M,[01p (n=5)].[PRDM16-3],01-003.150503,923,11175,0.77,0.82,0.78,0.18,Equal,Equal,-0.03,67
179M,[01p (n=5)].[CHD5-2],01-006.150830,897,11000,0.84,0.9,0.85,0.25,Equal,Equal,0.01,51
179M,[01p (n=5)].[CAMTA1-18],01-007.727575,1920,18917,0.98,0.98,0.99,0.17,Equal,Equal,0.09,50
179M,[01p (n=5)].[KIF1B-2],01-010.214967,2566,19461,1.14,0.97,1.15,0.22,Equal,Equal,-0.04,40
179M,[03p (n=4)].[VHL-1],03-010.158544,2321,22268,1.11,1.03,1.12,0.25,Equal,Equal,-0.04,58
179M,[03p (n=4)].[VHL-2],03-010.163233,2006,21369,1.15,1.16,1.16,0.2,Equal,Equal,0.08,68
179M,[03p (n=4)].[FHIT-7],03-059.972109,2045,18861,1.32,1.24,1.33,0.26,Ambiguous,Ambiguous,-0.11,56
179M,[03p (n=4)].[FHIT-4],03-060.782680,1635,15919,0.94,0.91,0.94,0.19,Equal,Equal,-0.12,47
179M,[05q (n=2)].[APC-12],05-112.182873,1472,12962,1.03,0.97,1.04,0.17,Equal,Equal,-0.02,52
179M,[05q (n=2)].[APC-18],05-112.206814,1191,13629,1.1,1.15,1.07,1,Equal,Equal,0.02,48
179M,[09p (n=3)].[CDKN2A-4],09-021.958641,2765,28639,1.21,1.07,1.22,0.24,Equal,Equal,-0.06,70
179M,[09p (n=3)].[CDKN2A-3],09-021.961213,2135,15994,1.08,0.92,1.09,0.18,Equal,Equal,-0.09,48
179M,[09p (n=3)].[CDKN2B-1],09-021.998809,1522,18132,0.91,0.93,0.9,1,Equal,Equal,0.09,60
179M,[09q (n=4)].[PTCH1-20],09-097.258441,2016,17168,0.86,0.76,0.87,0.14,Equal,Equal,-0.04,46
179M,[09q (n=4)].[PTCH1-5],09-097.284232,1708,15872,1.11,1.05,1.12,0.18,Equal,Equal,-0.07,56
179M,[09q (n=4)].[TSC1-18],09-134.767854,3220,29890,1.16,1.11,1.16,1,Equal,Equal,-0.02,58
179M,[09q (n=4)].[TSC1-1],09-134.809748,2530,23035,1.09,1,1.1,0.22,Equal,Equal,-0.07,70
179M,[10q (n=3)].[PTEN-4],10-089.680713,1857,19371,1.11,1.1,1.12,0.2,Equal,Equal,-0.02,52
179M,[10q (n=3)].[PTEN-5],10-089.682864,2419,25534,1.17,1.17,1.17,0.2,Equal,Equal,0.02,57
179M,[10q (n=3)].[PTEN-8],10-089.710865,1991,22117,1.24,1.26,1.23,0.26,Equal,Equal,0.03,75
179M,[11p (n=2)].[WT1-11],11-032.366613,1536,18350,0.92,0.98,0.92,0.22,Equal,Equal,-0.01,58
179M,[11p (n=2)].[WT1-1],11-032.413841,1263,11240,0.66,0.6,0.66,0.14,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.14,52
179M,[13q (n=6)].[BRCA2-3],13-031.791351,2663,20215,1.21,1.06,1.23,0.22,Equal,Equal,-0.09,47
179M,[13q (n=6)].[BRCA2-9],13-031.803112,3096,26329,1.16,1.05,1.17,0.21,Equal,Equal,-0.1,58
179M,[13q (n=6)].[RB1-3],13-047.814761,2330,28466,1.23,1.31,1.22,0.2,Equal,Equal,0.04,65
179M,[13q (n=6)].[RB1-25],13-047.948892,3248,32231,1.23,1.25,1.24,0.21,Equal,Equal,0.04,77
179M,[13q (n=6)].[MIR15A-1],13-049.521254,3860,29187,1.06,0.9,1.06,0.18,Equal,Equal,-0.09,57
179M,[13q (n=6)].[DLEU1-2],13-049.576833,3674,27404,1.54,1.3,1.56,0.32,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.06,54
179M,[16p (n=3)].[TSC2-1],16-002.038612,2266,16810,1.35,1.14,1.36,0.24,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.01,60
179M,[16p (n=3)].[TSC2-25],16-002.067648,1021,11053,0.88,0.87,0.89,0.16,Equal,Equal,0,54
179M,[16p (n=3)].[TSC2-38],16-002.076651,1419,13032,0.84,0.72,0.84,0.16,Equal,Equal,0.02,54
179M,[17p (n=3)].[TP53-10],17-007.514677,1449,17656,1.04,1.09,1.01,1,Equal,Equal,-0.06,64
179M,[17p (n=3)].[TP53-4b],17-007.519217,2812,26607,1.2,1.11,1.21,0.21,Equal,Equal,-0.1,61
179M,[17p (n=3)].[TP53-1],17-007.531504,3119,29937,1.27,1.21,1.28,0.23,Equal,Equal,-0.15,58
179M,[17q (n=5)].[NF1-18],17-026.577746,1454,16852,1.05,1.08,1.05,0.17,Equal,Equal,0,64
179M,[17q (n=5)].[NF1-39],17-026.681489,3009,25212,1.19,1.08,1.21,0.19,Equal,Equal,-0.12,64
179M,[17q (n=5)].[BRCA1-24],17-038.450829,1968,22273,1.01,1.01,1.02,0.17,Equal,Equal,0.05,60
179M,[17q (n=5)].[BRCA1-15],17-038.479889,2609,26947,0.97,0.93,0.98,0.16,Equal,Equal,-0.07,48
179M,[17q (n=5)].[BRCA1-6],17-038.510430,1699,14491,1.03,0.91,1.04,0.19,Equal,Equal,-0.12,51
179M,[18q (n=2)].[SMAD4-4],18-046.829678,2344,23658,1.11,1.09,1.12,0.19,Equal,Equal,-0.03,54
179M,[18q (n=2)].[SMAD4-12],18-046.858705,1839,22271,1.02,1.05,0.99,1,Equal,Equal,0.05,75
179M,[19p (n=4)].[STK11-1],19-001.157954,2378,18739,1.26,1.11,1.27,0.23,Equal,Equal,-0.15,54
179M,[19p (n=4)].[STK11-3],19-001.170331,1689,14520,1.18,1.05,1.19,0.22,Equal,Equal,-0.03,49
179M,[19p (n=4)].[FKBP8-9],19-018.503959,1812,16914,1.1,1.01,1.11,0.21,Equal,Equal,-0.11,55
179M,[19p (n=4)].[FKBP8-4],19-018.511130,2239,18624,1.28,1.15,1.29,0.25,Equal,Equal,-0.03,53
179M,[22q (n=2)].[SMARCB1-1],22-022.459352,2041,20459,1.16,1.11,1.17,0.24,Equal,Equal,-0.04,53
179M,[22q (n=2)].[SMARCB1-9],22-022.506421,1898,14961,1.11,0.96,1.11,0.18,Equal,Equal,-0.07,46
179M,[Xq (n=2)].[AMER1-2],X-063.326842,432,4522,0.82,0.87,0.8,1,Equal,Equal,-0.04,42
179M,[Xq (n=2)].[AMER1-1],X-063.342134,1291,9427,0.96,0.8,0.96,0.25,Equal,Equal,-0.08,33
179M,[References (n=12)].[PEX13*],02-061.126370,2175,27354,1.11,1.2,1.1,0.22,Equal,Equal,0.03,77
179M,[References (n=12)].[COL3A1*],02-189.557818,2591,21060,0.98,0.87,0.99,0.16,Equal,Equal,-0.07,55
179M,[References (n=12)].[WHSC1*],04-001.902193,1504,18290,0.9,0.94,0.88,1,Equal,Equal,0,66
179M,[References (n=12)].[KLKB1*],04-187.390323,2781,20910,1.06,0.93,1.07,0.18,Equal,Equal,-0.11,45
179M,[References (n=12)].[IL4*],05-132.037607,3164,23620,1.35,1.12,1.36,0.28,Ambiguous,Ambiguous,-0.12,48
179M,[References (n=12)].[EYS*],06-065.588251,1739,18044,0.9,0.88,0.9,0.16,Equal,Equal,-0.1,64
179M,[References (n=12)].[SEC63*],06-108.321498,2463,28699,1.34,1.4,1.34,0.22,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.03,71
179M,[References (n=12)].[MTMR2*],11-095.238425,1610,13905,0.92,0.86,0.93,0.17,Equal,Equal,-0.04,42
179M,[References (n=12)].[MYH7*],14-022.972596,1854,14283,0.83,0.71,0.84,0.15,Equal,Equal,-0.08,47
179M,[References (n=12)].[SPG11*],15-042.653071,1773,20307,1.15,1.18,1.16,0.23,Equal,Equal,-0.01,55
179M,[References (n=12)].[PLCG2*],16-080.537323,1633,17964,0.91,0.91,0.92,0.15,Equal,Equal,-0.03,55
179M,[References (n=12)].[KCNJ6*],21-037.919589,2038,15778,1.02,0.84,1.04,0.25,Equal,Equal,-0.11,38
421A,[01p (n=5)].[DVL1-1],01-001.274237,2083,15204,0.9,0.82,0.89,0.16,Equal,Equal,-0.04,43
421A,[01p (n=5)].[PRDM16-3],01-003.150503,1703,18581,0.92,1.05,0.94,0.17,Equal,Equal,-0.03,73
421A,[01p (n=5)].[CHD5-2],01-006.150830,1676,19718,1.08,1.25,1.09,0.26,Equal,Equal,-0.02,70
421A,[01p (n=5)].[CAMTA1-18],01-007.727575,2968,27658,1.02,1.1,1.03,0.09,Equal,Equal,-0.03,73
421A,[01p (n=5)].[KIF1B-2],01-010.214967,3625,26358,1.08,1.01,1.1,0.12,Equal,Equal,0.01,47
421A,[03p (n=4)].[VHL-1],03-010.158544,2846,23733,0.83,0.84,0.84,0.15,Equal,Equal,0.02,56
421A,[03p (n=4)].[VHL-2],03-010.163233,2745,26930,1.03,1.12,1.04,0.09,Equal,Equal,-0.02,66
421A,[03p (n=4)].[FHIT-7],03-059.972109,2551,21413,1.06,1.08,1.07,0.14,Equal,Equal,0.06,78
421A,[03p (n=4)].[FHIT-4],03-060.782680,2730,24271,1.01,1.06,1.02,0.15,Equal,Equal,0.01,47
421A,[05q (n=2)].[APC-12],05-112.182873,2187,18399,1.03,1.05,1.04,0.09,Equal,Equal,0,69
421A,[05q (n=2)].[APC-18],05-112.206814,1806,19171,1.09,1.22,1.07,1,Equal,Equal,-0.08,72
421A,[09p (n=3)].[CDKN2A-4],09-021.958641,4181,34762,1.03,1,1.04,0.13,Equal,Equal,-0.01,80
421A,[09p (n=3)].[CDKN2A-3],09-021.961213,2978,21231,1.01,0.93,1.01,0.08,Equal,Equal,0.04,56
421A,[09p (n=3)].[CDKN2B-1],09-021.998809,2301,24614,0.87,0.95,0.87,1,Equal,Equal,-0.07,81
421A,[09q (n=4)].[PTCH1-20],09-097.258441,3511,27000,0.95,0.91,0.96,0.08,Equal,Equal,0,60
421A,[09q (n=4)].[PTCH1-5],09-097.284232,2381,19351,0.96,0.98,0.97,0.09,Equal,Equal,0.02,52
421A,[09q (n=4)].[TSC1-18],09-134.767854,4082,35075,0.95,0.99,0.96,1,Equal,Equal,-0.01,58
421A,[09q (n=4)].[TSC1-1],09-134.809748,3389,27530,0.92,0.92,0.93,0.12,Equal,Equal,0.02,70
421A,[10q (n=3)].[PTEN-4],10-089.680713,2540,23873,0.97,1.03,0.98,0.11,Equal,Equal,0,58
421A,[10q (n=3)].[PTEN-5],10-089.682864,3124,30327,0.98,1.06,0.99,0.1,Equal,Equal,0,62
421A,[10q (n=3)].[PTEN-8],10-089.710865,2761,28717,1.14,1.25,1.14,0.17,Equal,Equal,-0.04,77
421A,[11p (n=2)].[WT1-11],11-032.366613,2935,32877,1.18,1.35,1.18,0.2,Equal,Equal,-0.03,95
421A,[11p (n=2)].[WT1-1],11-032.413841,2705,22026,0.91,0.9,0.92,0.14,Equal,Equal,0.01,65
421A,[13q (n=6)].[BRCA2-3],13-031.791351,3237,23945,1.01,0.96,1.02,0.11,Equal,Equal,0,66
421A,[13q (n=6)].[BRCA2-9],13-031.803112,4212,33989,1.06,1.04,1.07,0.12,Equal,Equal,0.05,71
421A,[13q (n=6)].[RB1-3],13-047.814761,2927,33057,1.02,1.17,1.01,0.08,Equal,Equal,0.01,63
421A,[13q (n=6)].[RB1-25],13-047.948892,4164,38485,1.05,1.14,1.05,0.09,Equal,Equal,-0.01,75
421A,[13q (n=6)].[MIR15A-1],13-049.521254,5228,39805,1.01,0.94,1.02,0.08,Equal,Equal,-0.02,66
421A,[13q (n=6)].[DLEU1-2],13-049.576833,4019,28770,1.13,1.05,1.15,0.15,Equal,Equal,-0.01,63
421A,[16p (n=3)].[TSC2-1],16-002.038612,2485,17957,1.01,0.93,1.02,0.1,Equal,Equal,-0.03,59
421A,[16p (n=3)].[TSC2-25],16-002.067648,1625,15520,0.88,0.94,0.89,0.11,Equal,Equal,-0.03,63
